record_no,record_id,scenario_id,case_id,layer,task_type,endpoint_family,a1_answerability,a1_outcome,a1_basis,a2_answerability,a2_outcome,a2_basis,pre_adjudication_agreement,final_answerability,final_outcome,final_basis,basis_resolution_source,final_label_source,final_rationale,governing_rule_or_constraint,freeze_status
224,S046/TC06_FairnessConstraint,S046,TC06_FairnessConstraint,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,NO,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,CASE_ADJUDICATION,AUTHOR_COORDINATOR_REVIEW,"The plan's Gini coefficient is 0.42, exceeding the stated hard limit of 0.35.",Apply the explicit fairness ceiling as a hard constraint.,FIXED_REFERENCE_LABEL
225,S046/TC07_WeatherUncertainty,S046,TC07_WeatherUncertainty,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,YES,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,"Max delay (630s) badly breaches the 300s cap and throughput (0.62) is poor; the plan's forecast assumption (winds clear in 5 min) has no contingency if the disruption lasts the full forecast 10-minute window, and three drones are already low-SOC.",max_individual_delay_sec=300 badly exceeded (630); no contingency for the 10-minute wind scenario.,FIXED_REFERENCE_LABEL
226,S046/TC08_CascadeFailure,S046,TC08_CascadeFailure,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,YES,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,"The plan's own violations list confirms it still allocates the offline G2 gate and leaves four sub-20% SOC drones queued beyond 300 seconds, directly breaching the battery-emergency threshold (10%) and delay cap.",Explicit violations: offline gate still allocated; SOC<20% drones queued >300s against battery_emergency_pct=10 policy.,FIXED_REFERENCE_LABEL
227,S047/TC01_UtilitarianBaseline,S047,TC01_UtilitarianBaseline,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,ANSWERABLE,ADOPT_WITH_CONDITIONS,MIXED,YES,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"Demand is fully served (no rejections) but gini (0.4) and Jain's index (0.81) both breach the fairness thresholds (0.35 / 0.85); efficiency is fine, so adjust the allocation formula to satisfy fairness without introducing artificial rejections.",fairness_metrics.gini_threshold=0.35 exceeded (0.4); jain_target=0.85 not met (0.81).,FIXED_REFERENCE_LABEL
228,S047/TC02_FairnessQuota,S047,TC02_FairnessQuota,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,ANSWERABLE,ADOPT_WITH_CONDITIONS,MIXED,YES,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"Gini (0.34) and Jain (0.86) both pass under the capacity shortfall, but the fairness bulletin is still a draft pending legal review and OperatorC's acknowledgement is withheld pending compensation; adopt once the bulletin is finalized and OperatorC's compensation is resolved.",Metrics compliant; documentation/acknowledgement incomplete.,FIXED_REFERENCE_LABEL
229,S047/TC03_MedicalEthics,S047,TC03_MedicalEthics,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,MIXED,ANSWERABLE,ADOPT_WITH_CONDITIONS,MIXED,YES,ANSWERABLE,ADOPT_WITH_CONDITIONS,MIXED,A1_A2_AGREEMENT,A1_A2_AGREEMENT,"Fairness metrics marginally breach thresholds (gini 0.36 vs 0.35, Jain 0.83 vs 0.85), but the allocation protects 100% of medical (OperatorB) slots against a 10% delayed-treatment risk if denied -- an appropriate priority exception, which should be documented as such.",social_priority='high' for OperatorB justifies the marginal fairness deviation given the stated treatment-delay risk.,FIXED_REFERENCE_LABEL
230,S047/TC04_NoAuctionAllowed,S047,TC04_NoAuctionAllowed,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,REGULATORY,ANSWERABLE,REJECT_PLAN,MIXED,YES,ANSWERABLE,REJECT_PLAN,REGULATORY,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"The scenario's fairness_metrics explicitly set auction_payments_allowed=false, but the candidate plan proposes a sealed-bid auction charging a $350 clearing price -- a direct policy violation, compounded by worse fairness (gini 0.45, Jain 0.78).",fairness_metrics.auction_payments_allowed=false; plan proposes paid auction allocation.,FIXED_REFERENCE_LABEL
231,S047/TC05_DynamicRebalance,S047,TC05_DynamicRebalance,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,ANSWERABLE,DEFER_DECISION,MIXED,NO,ANSWERABLE,DEFER_DECISION,DETERMINISTIC,CASE_ADJUDICATION,AUTHOR_COORDINATOR_REVIEW,"A negative rejection count is internally invalid, so the rebalance result cannot be evaluated until corrected.",Defer when a material output metric is impossible or corrupted.,FIXED_REFERENCE_LABEL
232,S047/TC06_NashSocialWelfare,S047,TC06_NashSocialWelfare,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,ANSWERABLE,DEFER_DECISION,MIXED,NO,ANSWERABLE,DEFER_DECISION,DETERMINISTIC,CASE_ADJUDICATION,AUTHOR_COORDINATOR_REVIEW,The reported Gini result fails and the required Jain-index and efficiency checks are omitted.,Defer when the prescribed multi-metric evaluation is incomplete.,FIXED_REFERENCE_LABEL
233,S047/TC07_IncentiveCompatibility,S047,TC07_IncentiveCompatibility,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,INTERPRETIVE,ANSWERABLE,REJECT_PLAN,MIXED,YES,ANSWERABLE,REJECT_PLAN,INTERPRETIVE,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"The mechanism's incentive-compatibility is explicitly unproven, and the reported-vs-actual-usage gap (OperatorA 160 vs 150, OperatorB 50 vs 30, OperatorC 70 vs 45) shows real over-reporting incentives already at work; combined with fairness breaches (gini 0.41, Jain 0.82), the proportional-to-reported-demand mechanism should not be adopted as designed.",ic_property='not proven'; reported demand exceeds actual usage across all operators.,FIXED_REFERENCE_LABEL
234,S047/TC08_PressureFrontier,S047,TC08_PressureFrontier,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,ANSWERABLE,REJECT_PLAN,MIXED,YES,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"Under this stress test's tightened 0.3 gini limit, the baseline allocation (gini 0.41) fails badly even though efficiency loss (4%) is within the 10% cap; unresolved exit-risk and antitrust-complaint pressure from operators does not justify overriding the fairness constraint.",Tightened stress-test gini_limit=0.3 badly exceeded (0.41).,FIXED_REFERENCE_LABEL
235,S048/TC01_BalancedBaseline,S048,TC01_BalancedBaseline,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,ANSWERABLE,ADOPT_WITH_CONDITIONS,MIXED,YES,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"Load gini (0.24) and zero separation incidents both pass with full completion; adopt operationally, but resolve the pending regulator sign-off and SkyTour's formal dispute of the fairness audit before treating the plan as fully closed.",load_balance_gini_limit=0.3 met (0.24); documentation/regulator sign-off still outstanding.,FIXED_REFERENCE_LABEL
236,S048/TC02_VertiportOverflow,S048,TC02_VertiportOverflow,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,ANSWERABLE,REJECT_PLAN,MIXED,YES,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"Load gini (0.41) exceeds the 0.3 limit, a real separation incident already occurred, and VP_Central is overloaded (18 vs capacity 10) with the overflow's 'self-resolve via hover stack' offering no concrete fix.",load_balance_gini_limit=0.3 exceeded (0.41); separation_incidents=1; capacity 10 breached by 18 assignments.,FIXED_REFERENCE_LABEL
237,S048/TC03_MedicalPriorityDelay,S048,TC03_MedicalPriorityDelay,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,ANSWERABLE,ADOPT_WITH_CONDITIONS,MIXED,YES,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"Aggregate metrics pass (gini 0.29, zero incidents), but routing medical drones through the more distant VP_East to simplify geometry adds a 75-second delay to the highest-priority craft; reroute medical drones to a closer site to cut this delay.",Load-balance/incident metrics pass; medical-priority routing suboptimal (75s added delay).,FIXED_REFERENCE_LABEL
238,S048/TC04_BottleneckDeconflict,S048,TC04_BottleneckDeconflict,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,ANSWERABLE,REJECT_PLAN,MIXED,YES,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"Aggregate metrics look fine, but two downlink channels are offline with no confirmed read-back of the altitude-staging instructions, extending the effective decision window to 38 seconds -- beyond the scenario's 30-second response deadline for this emergency event.",response_deadline_sec=30 exceeded by the 38s decision window given unconfirmed comms.,FIXED_REFERENCE_LABEL
239,S048/TC05_WindShearShift,S048,TC05_WindShearShift,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,INTERPRETIVE,ANSWERABLE,REJECT_PLAN,MIXED,YES,ANSWERABLE,REJECT_PLAN,INTERPRETIVE,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"The plan is built on a static 15 m/s wind assumption while the forecast flags a possible jump to 25 m/s within 90 seconds, and no revised corridor has been prepared for that scenario; this leaves the evacuation without a contingency for an imminent, forecast hazard shift.",No revised corridor exists despite an explicit near-term severe-gust forecast.,FIXED_REFERENCE_LABEL
240,S048/TC06_FairnessOperators,S048,TC06_FairnessOperators,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,ANSWERABLE,REJECT_PLAN,MIXED,YES,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"Load gini (0.36) exceeds the 0.3 limit; SkyTour is denied 8 flights with no compensation plan, and the controller's 'recreational flights are expendable' framing is not an adequate fairness justification during an evacuation.",load_balance_gini_limit=0.3 exceeded (0.36); no compensation/mitigation offered.,FIXED_REFERENCE_LABEL
241,S048/TC07_GPS_BlindSpots,S048,TC07_GPS_BlindSpots,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,ANSWERABLE,REJECT_PLAN,MIXED,YES,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"Ten drones rely solely on inertial dead-reckoning with +-80m accuracy -- comparable to the mandated 100m horizontal separation minimum -- and the plan states 'no contingency,' creating meaningful collision risk during an active evacuation.",min_horizontal_sep_m=100 is comparable to the +-80m nav error with no stated contingency.,FIXED_REFERENCE_LABEL
242,S048/TC08_SecondaryThreat,S048,TC08_SecondaryThreat,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,INTERPRETIVE,ANSWERABLE,REJECT_PLAN,MIXED,YES,ANSWERABLE,REJECT_PLAN,INTERPRETIVE,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"A 30% chance the intruding aircraft loops back at t=70s is a materially likely secondary threat, yet the plan only says to 'monitor' with no reserved fallback corridor, and the eastern radar sector is offline -- an inadequate readiness posture for a return incursion.",30% recurrence probability with no reserved fallback corridor and degraded radar coverage.,FIXED_REFERENCE_LABEL
243,S048/TC09_QuantumVsPlanGap,S048,TC09_QuantumVsPlanGap,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,ANSWERABLE,ADOPT_PLAN,MIXED,YES,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"Completion rate (0.97) and load gini (0.22) are both strong, and the 14.4% gap versus the quantum-optimal reference time is an acceptable trade-off for a real-time emergency-response plan.",load_balance_gini_limit=0.3 comfortably met (0.22); gap vs. theoretical optimum acceptable under time pressure.,FIXED_REFERENCE_LABEL
244,S048/TC10_MixedExecution,S048,TC10_MixedExecution,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,ANSWERABLE,DEFER_DECISION,MIXED,NO,ANSWERABLE,DEFER_DECISION,MIXED,CASE_ADJUDICATION,AUTHOR_COORDINATOR_REVIEW,"The execution record contains a QA mismatch and an overdue log, so implementation status must be reconciled before disposition.",Defer when material execution evidence is inconsistent or incomplete.,FIXED_REFERENCE_LABEL
245,S049/TC01_PartialAirworthiness,S049,TC01_PartialAirworthiness,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,REGULATORY,ANSWERABLE,REJECT_PLAN,MIXED,YES,ANSWERABLE,REJECT_PLAN,REGULATORY,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"Only a screenshot of the airworthiness certificate exists (no original, unsigned); per policy, a missing/unverifiable airworthiness document requires REJECT even under critical urgency -- the ROC's request to launch immediately does not override this hard check.",hard_checks: 'Airworthiness certificate must be present and valid; missing -> UNCERTAIN/REJECT.',FIXED_REFERENCE_LABEL
246,S049/TC02_ConflictingInsurance,S049,TC02_ConflictingInsurance,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,REGULATORY,ANSWERABLE,REJECT_PLAN,MIXED,YES,ANSWERABLE,REJECT_PLAN,REGULATORY,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"The active policy explicitly excludes over-water operations, and the rider that would cover it is an unsigned draft; per policy, verbal/informal assurances ('as good as signed') do not override the recorded exclusion.",waiver_rules: 'Verbal assurances do not override records.',FIXED_REFERENCE_LABEL
247,S049/TC03_MarginalPerformanceRelay,S049,TC03_MarginalPerformanceRelay,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,REGULATORY,ANSWERABLE,DEFER_DECISION,MIXED,NO,ANSWERABLE,DEFER_DECISION,MIXED,CASE_ADJUDICATION,AUTHOR_COORDINATOR_REVIEW,"The relay plan is underspecified and may be feasible after clarification, so current evidence supports neither rejection nor adoption.",Defer an incomplete but potentially feasible plan.,FIXED_REFERENCE_LABEL
248,S049/TC04_TelemetryConflict,S049,TC04_TelemetryConflict,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,REGULATORY,ANSWERABLE,DEFER_DECISION,MIXED,NO,ANSWERABLE,DEFER_DECISION,DETERMINISTIC,CASE_ADJUDICATION,AUTHOR_COORDINATOR_REVIEW,Conflicting telemetry must be verified before the plan's feasibility can be determined.,Resolve contradictory state measurements before making a resource decision.,FIXED_REFERENCE_LABEL
249,S049/TC05_StateConflictSwap,S049,TC05_StateConflictSwap,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,REGULATORY,ANSWERABLE,DEFER_DECISION,MIXED,NO,ANSWERABLE,DEFER_DECISION,REGULATORY,CASE_ADJUDICATION,AUTHOR_COORDINATOR_REVIEW,"The asset-state conflict and backup availability remain unresolved, preventing a reliable disposition.",Defer until authoritative asset status and permissible backup use are established.,FIXED_REFERENCE_LABEL
250,S049/TC06_QuantityGapPartner,S049,TC06_QuantityGapPartner,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,REGULATORY,ANSWERABLE,REJECT_PLAN,MIXED,YES,ANSWERABLE,REJECT_PLAN,REGULATORY,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,Only 30 of the required 80 units are verified (serialed) from the vendor; the partner's additional 40 units are unproven (no serials) and no executable split/routing plan across the two fleets is provided.,hard_checks: 'Resource sufficiency: gaps require an executable split/backup plan' -- absent here.,FIXED_REFERENCE_LABEL
251,S049/TC07_LicenseExpiring,S049,TC07_LicenseExpiring,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,REGULATORY,ANSWERABLE,REJECT_PLAN,MIXED,YES,ANSWERABLE,REJECT_PLAN,REGULATORY,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"The pilot's license expires at 23:59 but the 90-minute mission (starting 22:30) crosses midnight into the expired period, with no backup pilot listed and no mid-mission pilot-swap plan.",waiver_rules: pilot/license dates must be valid at mission time; no backup arranged for the portion after expiry.,FIXED_REFERENCE_LABEL
252,S049/TC08_PendingRider,S049,TC08_PendingRider,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,REGULATORY,ANSWERABLE,REJECT_PLAN,MIXED,YES,ANSWERABLE,REJECT_PLAN,REGULATORY,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"The active policy's over-water exclusion directly matches the mission environment, and the rider meant to cover it is only an unsigned draft email with no formal endorsement.",waiver_rules: unsigned rider provides no coverage; exclusion applies as written.,FIXED_REFERENCE_LABEL
253,S049/TC09_VerbalWaiverMissingEquipment,S049,TC09_VerbalWaiverMissingEquipment,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,REGULATORY,ANSWERABLE,REJECT_PLAN,MIXED,YES,ANSWERABLE,REJECT_PLAN,REGULATORY,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"Anti-collision strobes required for the 01:00 night mission are missing outright (a physical equipment deficit), and per policy an official waiver cannot override missing equipment even if the verbal police waiver were properly documented, which it is not.",waiver_rules: 'Official emergency/waiver can lift some ops limits...but not...physical deficits.',FIXED_REFERENCE_LABEL
254,S049/TC10_ConflictingAuthority,S049,TC10_ConflictingAuthority,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,REGULATORY,ANSWERABLE,REJECT_PLAN,MIXED,YES,ANSWERABLE,REJECT_PLAN,REGULATORY,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"Aviation authority has explicitly denied the flight due to an airspace conflict; a police requisition to launch immediately does not carry the authority to override an aviation-airspace denial, and no deconfliction or waiver from the aviation side exists.",Aviation authority governs airspace access; no waiver obtained to override its explicit denial.,FIXED_REFERENCE_LABEL
